row	sample	page	QC	karyotype
	181012_HMFregCPCT_FR16967523_FR17495617_CPCT02010963			02:00
	181012_HMFregCPCT_FR16967523_FR17495617_CPCT02010963			02:02
	181026_HMFregCPCT_FR17495624_FR17758160_CPCT02080270			01:00
	181026_HMFregCPCT_FR17495624_FR17758160_CPCT02080270			01:01
	181026_HMFregCPCT_FR17495624_FR17758160_CPCT02080270			02:01
	181026_HMFregCPCT_FR17495624_FR17758160_CPCT02080270			02:00
	181026_HMFregCPCT_FR17495624_FR17758160_CPCT02080270			02:02
	181111_HMFregCPCT_FR17495690_FR15580461_CPCT02030548			01:00
	181111_HMFregCPCT_FR17495690_FR15580461_CPCT02030548			01:01
	181111_HMFregCPCT_FR17495690_FR15580461_CPCT02030548			02:01
	181111_HMFregCPCT_FR17495690_FR15580461_CPCT02030548			02:00
	181111_HMFregCPCT_FR17495690_FR15580461_CPCT02030548			02:02
	181114_HMFregCPCT_FR15580725_FR15580481_CPCT02040298			01:00
	181114_HMFregCPCT_FR15580725_FR15580481_CPCT02040298			01:01
	181114_HMFregCPCT_FR15580725_FR15580481_CPCT02040298			02:01
	181114_HMFregCPCT_FR15580725_FR15580481_CPCT02040298			02:00
	181114_HMFregCPCT_FR15580725_FR15580481_CPCT02040298			02:02
	181121_HMFregCPCT_FR16967564_FR13922603_CPCT02020853			01:00
	181121_HMFregCPCT_FR16967564_FR13922603_CPCT02020853			01:01
	181121_HMFregCPCT_FR16967564_FR13922603_CPCT02020853			02:01
	181121_HMFregCPCT_FR16967564_FR13922603_CPCT02020853			02:00
	181121_HMFregCPCT_FR16967564_FR13922603_CPCT02020853			02:02
	181121_HMFregCPCT_FR17495682_FR13922141_CPCT02050415			01:00
	181121_HMFregCPCT_FR17495682_FR13922141_CPCT02050415			01:01
	181121_HMFregCPCT_FR17495682_FR13922141_CPCT02050415			02:01
	181121_HMFregCPCT_FR17495682_FR13922141_CPCT02050415			02:00
	181121_HMFregCPCT_FR17495682_FR13922141_CPCT02050415			02:02
	181122_HMFregCPCT_FR17495664_FR13922584_CPCT02020859			01:00
	181122_HMFregCPCT_FR17495664_FR13922584_CPCT02020859			01:01
	181122_HMFregCPCT_FR17495664_FR13922584_CPCT02020859			02:01
	181122_HMFregCPCT_FR17495664_FR13922584_CPCT02020859			02:00
	181122_HMFregCPCT_FR17495664_FR13922584_CPCT02020859			02:02
	181129_HMFregCPCT_FR16967287_FR13922459_CPCT02270041			01:00
	181129_HMFregCPCT_FR16967287_FR13922459_CPCT02270041			01:01
	181129_HMFregCPCT_FR16967287_FR13922459_CPCT02270041			02:01
	181129_HMFregCPCT_FR16967287_FR13922459_CPCT02270041			02:00
	181129_HMFregCPCT_FR16967287_FR13922459_CPCT02270041			02:02
	181204_HMFregCPCT_FR16967322_FR15580457_CPCT02010976			01:00
	181204_HMFregCPCT_FR16967322_FR15580457_CPCT02010976			01:01
	181204_HMFregCPCT_FR16967322_FR15580457_CPCT02010976			02:01
	181204_HMFregCPCT_FR16967322_FR15580457_CPCT02010976			02:00
	181204_HMFregCPCT_FR16967322_FR15580457_CPCT02010976			02:02
	181206_HMFregCPCT_FR15580429_FR13922458_CPCT02020867			01:00
	181206_HMFregCPCT_FR15580429_FR13922458_CPCT02020867			01:01
	181206_HMFregCPCT_FR15580429_FR13922458_CPCT02020867			02:01
	181206_HMFregCPCT_FR15580429_FR13922458_CPCT02020867			02:00
	181206_HMFregCPCT_FR15580429_FR13922458_CPCT02020867			02:02
	181206_HMFregCPCT_FR16967291_FR13921698_CPCT02030552			01:00
	181206_HMFregCPCT_FR16967291_FR13921698_CPCT02030552			01:01
	181206_HMFregCPCT_FR16967291_FR13921698_CPCT02030552			02:01
	181206_HMFregCPCT_FR16967291_FR13921698_CPCT02030552			02:00
	181206_HMFregCPCT_FR16967291_FR13921698_CPCT02030552			02:02
	181206_HMFregCPCT_FR17756692_FR13921679_CPCT02010985			01:00
	181206_HMFregCPCT_FR17756692_FR13921679_CPCT02010985			01:01
	181206_HMFregCPCT_FR17756692_FR13921679_CPCT02010985			02:01
	181206_HMFregCPCT_FR17756692_FR13921679_CPCT02010985			02:00
	181206_HMFregCPCT_FR17756692_FR13921679_CPCT02010985			02:02
	181211_HMFregCPCT_FR17756678_FR17756749_CPCT02070410			01:00
	181211_HMFregCPCT_FR17756678_FR17756749_CPCT02070410			01:01
	181211_HMFregCPCT_FR17756678_FR17756749_CPCT02070410			02:01
	181211_HMFregCPCT_FR17756678_FR17756749_CPCT02070410			02:00
	181211_HMFregCPCT_FR17756678_FR17756749_CPCT02070410			02:02
	181228_HMFregCPCT_FR15410404_FR13922701_CPCT02040115			01:00
	181228_HMFregCPCT_FR15410404_FR13922701_CPCT02040115			01:01
	181228_HMFregCPCT_FR15410404_FR13922701_CPCT02040115			02:01
	181228_HMFregCPCT_FR15410404_FR13922701_CPCT02040115			02:00
	181228_HMFregCPCT_FR15410404_FR13922701_CPCT02040115			02:02
	181228_HMFregCPCT_FR16967363_FR17756147_CPCT02020868			01:00
	181228_HMFregCPCT_FR16967363_FR17756147_CPCT02020868			01:01
	181228_HMFregCPCT_FR16967363_FR17756147_CPCT02020868			02:01
	181228_HMFregCPCT_FR16967363_FR17756147_CPCT02020868			02:00
	181228_HMFregCPCT_FR16967363_FR17756147_CPCT02020868			02:02
	190102_HMFregCPCT_FR17756140_FR13922673_CPCT02011020			01:00
	190102_HMFregCPCT_FR17756140_FR13922673_CPCT02011020			01:01
	190102_HMFregCPCT_FR17756140_FR13922673_CPCT02011020			02:01
	190102_HMFregCPCT_FR17756140_FR13922673_CPCT02011020			02:00
	190102_HMFregCPCT_FR17756140_FR13922673_CPCT02011020			02:02
	190115_HMFregCPCT_FR17452614_FR17452684_CPCT02011025			01:00
	190115_HMFregCPCT_FR17452614_FR17452684_CPCT02011025			01:01
	190115_HMFregCPCT_FR17452614_FR17452684_CPCT02011025			02:01
	190115_HMFregCPCT_FR17452614_FR17452684_CPCT02011025			02:00
	190115_HMFregCPCT_FR17452614_FR17452684_CPCT02011025			02:02
	190121_HMFregCPCT_FR17756722_FR17046985_CPCT02020876			01:00
	190121_HMFregCPCT_FR17756722_FR17046985_CPCT02020876			01:01
	190121_HMFregCPCT_FR17756722_FR17046985_CPCT02020876			02:01
	190121_HMFregCPCT_FR17756722_FR17046985_CPCT02020876			02:00
	190121_HMFregCPCT_FR17756722_FR17046985_CPCT02020876			02:02
	190128_HMFregCPCT_FR17046962_FR17046979_CPCT02011028			01:00
	190128_HMFregCPCT_FR17046962_FR17046979_CPCT02011028			01:01
	190128_HMFregCPCT_FR17046962_FR17046979_CPCT02011028			02:01
	190128_HMFregCPCT_FR17046962_FR17046979_CPCT02011028			02:00
	190128_HMFregCPCT_FR17046962_FR17046979_CPCT02011028			02:02
	190131_HMFregCPCT_FR17452702_FR16800193_CPCT02030555			01:00
	190131_HMFregCPCT_FR17452702_FR16800193_CPCT02030555			01:01
	190131_HMFregCPCT_FR17452702_FR16800193_CPCT02030555			02:01
	190131_HMFregCPCT_FR17452702_FR16800193_CPCT02030555			02:00
	190131_HMFregCPCT_FR17452702_FR16800193_CPCT02030555			02:02
	190208_HMFregCPCT_FR17452754_FR17498903_CPCT02120180			01:00
	190208_HMFregCPCT_FR17452754_FR17498903_CPCT02120180			01:01
	190208_HMFregCPCT_FR17452754_FR17498903_CPCT02120180			02:01
	190208_HMFregCPCT_FR17452754_FR17498903_CPCT02120180			02:00
	190208_HMFregCPCT_FR17452754_FR17498903_CPCT02120180			02:02
	190209_HMFregCPCT_FR17046926_FR17498925_CPCT02020894			01:00
	190209_HMFregCPCT_FR17046926_FR17498925_CPCT02020894			01:01
	190209_HMFregCPCT_FR17046926_FR17498925_CPCT02020894			02:01
	190209_HMFregCPCT_FR17046926_FR17498925_CPCT02020894			02:00
	190209_HMFregCPCT_FR17046926_FR17498925_CPCT02020894			02:02
	190209_HMFregCPCT_FR17046960_FR17498926_CPCT02020895			01:00
	190209_HMFregCPCT_FR17046960_FR17498926_CPCT02020895			01:01
	190209_HMFregCPCT_FR17046960_FR17498926_CPCT02020895			02:01
	190209_HMFregCPCT_FR17046960_FR17498926_CPCT02020895			02:00
	190209_HMFregCPCT_FR17046960_FR17498926_CPCT02020895			02:02
	190214_HMFregCPCT_FR16800516_FR17035018_CPCT02330133			01:00
	190214_HMFregCPCT_FR16800516_FR17035018_CPCT02330133			01:01
	190214_HMFregCPCT_FR16800516_FR17035018_CPCT02330133			02:01
	190214_HMFregCPCT_FR16800516_FR17035018_CPCT02330133			02:00
	190214_HMFregCPCT_FR16800516_FR17035018_CPCT02330133			02:02
	190219_HMFregCPCT_FR16800468_FR17035074_CPCT02050427			01:00
	190219_HMFregCPCT_FR16800468_FR17035074_CPCT02050427			01:01
	190219_HMFregCPCT_FR16800468_FR17035074_CPCT02050427			02:01
	190219_HMFregCPCT_FR16800468_FR17035074_CPCT02050427			02:00
	190219_HMFregCPCT_FR16800468_FR17035074_CPCT02050427			02:02
	190219_HMFregCPCT_FR17452756_FR17035075_CPCT02020901			01:00
	190219_HMFregCPCT_FR17452756_FR17035075_CPCT02020901			01:01
	190219_HMFregCPCT_FR17452756_FR17035075_CPCT02020901			02:01
	190219_HMFregCPCT_FR17452756_FR17035075_CPCT02020901			02:00
	190219_HMFregCPCT_FR17452756_FR17035075_CPCT02020901			02:02
	190222_HMFregCPCT_FR16800475_FR16800570_CPCT02020902			01:00
	190222_HMFregCPCT_FR16800475_FR16800570_CPCT02020902			01:01
	190222_HMFregCPCT_FR16800475_FR16800570_CPCT02020902			02:01
	190222_HMFregCPCT_FR16800475_FR16800570_CPCT02020902			02:00
	190222_HMFregCPCT_FR16800475_FR16800570_CPCT02020902			02:02
	190301_HMFregCPCT_FR17498933_FR17499081_CPCT02011053			01:00
	190301_HMFregCPCT_FR17498933_FR17499081_CPCT02011053			01:01
	190301_HMFregCPCT_FR17498933_FR17499081_CPCT02011053			02:01
	190301_HMFregCPCT_FR17498933_FR17499081_CPCT02011053			02:00
	190301_HMFregCPCT_FR17498933_FR17499081_CPCT02011053			02:02
	190308_HMFregCPCT_FR17034996_FR16799761_CPCT02020915			01:00
	190308_HMFregCPCT_FR17034996_FR16799761_CPCT02020915			01:01
	190308_HMFregCPCT_FR17034996_FR16799761_CPCT02020915			02:01
	190308_HMFregCPCT_FR17034996_FR16799761_CPCT02020915			02:00
	190308_HMFregCPCT_FR17034996_FR16799761_CPCT02020915			02:02
	190315_HMFregCPCT_FR16799740_FR17499129_CPCT02290061			01:00
	190315_HMFregCPCT_FR16799740_FR17499129_CPCT02290061			01:01
	190315_HMFregCPCT_FR16799740_FR17499129_CPCT02290061			02:01
	190315_HMFregCPCT_FR16799740_FR17499129_CPCT02290061			02:00
	190315_HMFregCPCT_FR16799740_FR17499129_CPCT02290061			02:02
	190322_HMFregCPCT_FR16800584_FR17497817_CPCT02020920			01:00
	190322_HMFregCPCT_FR16800584_FR17497817_CPCT02020920			01:01
	190322_HMFregCPCT_FR16800584_FR17497817_CPCT02020920			02:01
	190322_HMFregCPCT_FR16800584_FR17497817_CPCT02020920			02:00
	190322_HMFregCPCT_FR16800584_FR17497817_CPCT02020920			02:02
	190410_HMFregCPCT_FR16672433_FR17497834_CPCT02011079			01:00
	190410_HMFregCPCT_FR16672433_FR17497834_CPCT02011079			01:01
	190410_HMFregCPCT_FR16672433_FR17497834_CPCT02011079			02:01
	190410_HMFregCPCT_FR16672433_FR17497834_CPCT02011079			02:00
	190410_HMFregCPCT_FR16672433_FR17497834_CPCT02011079			02:02
	190410_HMFregCPCT_FR17035144_FR16672475_CPCT02011072			01:00
	190410_HMFregCPCT_FR17035144_FR16672475_CPCT02011072			01:01
	190410_HMFregCPCT_FR17035144_FR16672475_CPCT02011072			02:01
	190410_HMFregCPCT_FR17035144_FR16672475_CPCT02011072			02:00
	190410_HMFregCPCT_FR17035144_FR16672475_CPCT02011072			02:02
	190411_HMFregCPCT_FR17035111_FR17436826_CPCT02020934			01:00
	190411_HMFregCPCT_FR17035111_FR17436826_CPCT02020934			01:01
	190411_HMFregCPCT_FR17035111_FR17436826_CPCT02020934			02:01
	190411_HMFregCPCT_FR17035111_FR17436826_CPCT02020934			02:00
	190411_HMFregCPCT_FR17035111_FR17436826_CPCT02020934			02:02
	190411_HMFregCPCT_FR17499109_FR17436828_CPCT02020922			01:00
	190411_HMFregCPCT_FR17499109_FR17436828_CPCT02020922			01:01
	190411_HMFregCPCT_FR17499109_FR17436828_CPCT02020922			02:01
	190411_HMFregCPCT_FR17499109_FR17436828_CPCT02020922			02:00
	190411_HMFregCPCT_FR17499109_FR17436828_CPCT02020922			02:02
	190425_HMFregCPCT_FR16672435_FR17498004_CPCT02011087			01:00
	190425_HMFregCPCT_FR16672435_FR17498004_CPCT02011087			01:01
	190425_HMFregCPCT_FR16672435_FR17498004_CPCT02011087			02:01
	190425_HMFregCPCT_FR16672435_FR17498004_CPCT02011087			02:00
	190425_HMFregCPCT_FR16672435_FR17498004_CPCT02011087			02:02
	190430_HMFregCPCT_FR17497884_FR17437164_CPCT02060286			01:00
	190430_HMFregCPCT_FR17497884_FR17437164_CPCT02060286			01:01
	190430_HMFregCPCT_FR17497884_FR17437164_CPCT02060286			02:01
	190430_HMFregCPCT_FR17497884_FR17437164_CPCT02060286			02:00
	190430_HMFregCPCT_FR17497884_FR17437164_CPCT02060286			02:02
	190505_HMFregCPCT_FR17437138_FR17437063_CPCT02120195			01:00
	190505_HMFregCPCT_FR17437138_FR17437063_CPCT02120195			01:01
	190505_HMFregCPCT_FR17437138_FR17437063_CPCT02120195			02:01
	190505_HMFregCPCT_FR17437138_FR17437063_CPCT02120195			02:00
	190505_HMFregCPCT_FR17437138_FR17437063_CPCT02120195			02:02
	190505_HMFregCPCT_FR17437154_FR17437062_CPCT02120193			01:00
	190505_HMFregCPCT_FR17437154_FR17437062_CPCT02120193			01:01
	190505_HMFregCPCT_FR17437154_FR17437062_CPCT02120193			02:01
	190505_HMFregCPCT_FR17437154_FR17437062_CPCT02120193			02:00
	190505_HMFregCPCT_FR17437154_FR17437062_CPCT02120193			02:02
	190510_HMFregCPCT_FR17497901_FR17437059_CPCT02080303			01:00
	190510_HMFregCPCT_FR17497901_FR17437059_CPCT02080303			01:01
	190510_HMFregCPCT_FR17497901_FR17437059_CPCT02080303			02:01
	190510_HMFregCPCT_FR17497901_FR17437059_CPCT02080303			02:00
	190510_HMFregCPCT_FR17497901_FR17437059_CPCT02080303			02:02
	190620_HMFregCPCT_FR17455875_FR17455935_CPCT02080313			01:00
	190620_HMFregCPCT_FR17455875_FR17455935_CPCT02080313			01:01
	190620_HMFregCPCT_FR17455875_FR17455935_CPCT02080313			02:01
	190620_HMFregCPCT_FR17455875_FR17455935_CPCT02080313			02:00
	190620_HMFregCPCT_FR17455875_FR17455935_CPCT02080313			02:02
	190806_HMFregCPCT_FR13921048_FR16671907_CPCT02020972			01:00
	190806_HMFregCPCT_FR13921048_FR16671907_CPCT02020972			01:01
	190806_HMFregCPCT_FR13921048_FR16671907_CPCT02020972			02:01
	190806_HMFregCPCT_FR13921048_FR16671907_CPCT02020972			02:00
	190806_HMFregCPCT_FR13921048_FR16671907_CPCT02020972			02:02
	190909_HMFregCPCT_FR16672602_FR13920653_CPCT02020973			01:00
	190909_HMFregCPCT_FR16672602_FR13920653_CPCT02020973			01:01
	190909_HMFregCPCT_FR16672602_FR13920653_CPCT02020973			02:01
	190909_HMFregCPCT_FR16672602_FR13920653_CPCT02020973			02:00
	190909_HMFregCPCT_FR16672602_FR13920653_CPCT02020973			02:02
	190913_HMFregCPCT_FR16672425_FR13923148_CPCT02020940			01:00
	190913_HMFregCPCT_FR16672425_FR13923148_CPCT02020940			01:01
	190913_HMFregCPCT_FR16672425_FR13923148_CPCT02020940			02:01
	190913_HMFregCPCT_FR16672425_FR13923148_CPCT02020940			02:00
	190913_HMFregCPCT_FR16672425_FR13923148_CPCT02020940			02:02
